costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   2.636836e+06   1.863498e+05
 9.999980e-01   2.711466e+06   1.863867e+05
 9.999980e-01   2.851255e+06   1.805691e+05
 9.999980e-01   2.565905e+06   1.234835e+05
 9.999980e-01   2.675679e+06   1.853149e+05
 9.999980e-01   2.651930e+06   1.449577e+05
 9.999980e-01   2.677885e+06   2.065530e+05
 9.999980e-01   3.008987e+06   1.782892e+05
 9.999980e-01   2.830316e+06   1.937873e+05
 9.999980e-01   2.855392e+06   7.293375e+04
 9.999980e-01   2.965104e+06   4.715759e+04
 9.999980e-01   2.872819e+06   3.189453e+04
 9.999980e-01   2.923040e+06   1.061773e+04
 9.999980e-01   2.946177e+06   1.541484e+04
 9.999980e-01   2.907377e+06   4.429399e+04
 9.999980e-01   2.997247e+06   3.582680e+04
 9.999980e-01   2.962918e+06   1.133236e+04
 9.999980e-01   2.965092e+06   1.083923e+04
 9.999980e-01   2.976101e+06   6.793051e+03
 9.999980e-01   2.977602e+06   9.969560e+03
 9.999980e-01   2.982155e+06   9.521139e+03
 9.999980e-01   2.998229e+06   1.006176e+04
 9.999980e-01   3.000620e+06   1.357105e+04
 9.999980e-01   3.014753e+06   1.882883e+04
 9.999980e-01   3.013279e+06   7.439845e+03
 9.999981e-01   3.013176e+06   1.140358e+04
 9.999981e-01   3.012734e+06   8.402991e+03
 9.999981e-01   3.038516e+06   6.456033e+03
 9.999981e-01   3.046985e+06   7.573298e+03
 9.999981e-01   3.044576e+06   1.006650e+04
 9.999981e-01   3.059268e+06   7.477521e+03
 9.999981e-01   3.073707e+06   6.731839e+03
 9.999981e-01   3.085604e+06   9.092170e+03
 9.999981e-01   3.056692e+06   9.827468e+03
 9.999981e-01   3.089557e+06   6.133331e+03
 9.999981e-01   3.078867e+06   7.982390e+03
 9.999981e-01   3.097002e+06   1.110976e+04
 9.999981e-01   3.098067e+06   1.074050e+04
 9.999981e-01   3.115413e+06   9.079456e+03
 9.999981e-01   3.118244e+06   1.131183e+04
