Eph_lab bin center    K_Eph    Error 
-inf   9.186837e-05   6.746770e-04
 5.097500e+00   1.000000e+00   4.897504e-02
 1.519250e+01   1.000000e+00   9.005596e-02
 2.528750e+01   1.000000e+00   1.195833e-01
 3.538250e+01   0.000000e+00   0.000000e+00
 4.547750e+01   0.000000e+00   0.000000e+00
 5.557250e+01   0.000000e+00   0.000000e+00
 6.566750e+01   0.000000e+00   0.000000e+00
 7.576250e+01   0.000000e+00   0.000000e+00
 8.585750e+01   0.000000e+00   0.000000e+00
 9.595250e+01   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
