phi5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-3.135309e+00   5.917733e-01   4.805049e-02
-3.122743e+00   5.581112e-01   3.264955e-02
-3.110177e+00   4.683740e-01   2.495724e-02
-3.097610e+00   5.264805e-01   3.846697e-02
-3.085044e+00   4.898274e-01   2.756768e-02
-3.072478e+00   5.604693e-01   4.192975e-02
-3.059911e+00   5.152008e-01   3.222565e-02
-3.047345e+00   5.742399e-01   5.444427e-02
-3.034779e+00   5.074360e-01   2.433154e-02
-3.022212e+00   6.098896e-01   6.799044e-02
-3.009646e+00   5.432500e-01   8.850700e-02
-2.997079e+00   5.359490e-01   4.647917e-02
-2.984513e+00   5.788755e-01   7.609357e-02
-2.971947e+00   9.351307e-01   4.571642e-01
-2.959380e+00   6.401509e-01   1.260852e-01
-2.946814e+00   5.433276e-01   3.214573e-02
-2.934248e+00   7.390119e-01   2.163211e-01
-2.921681e+00   1.028356e+00   3.820710e-01
-2.909115e+00   6.444473e-01   1.311436e-01
-2.896548e+00   4.862764e-01   2.714803e-02
-2.883982e+00   5.991560e-01   5.654142e-02
-2.871416e+00   7.876006e-01   2.410280e-01
-2.858849e+00   4.992525e-01   3.313126e-02
-2.846283e+00   5.363678e-01   5.911964e-02
-2.833717e+00   4.855923e-01   2.589600e-02
-2.821150e+00   4.760779e-01   2.039827e-02
-2.808584e+00   5.469687e-01   3.140277e-02
-2.796017e+00   4.901325e-01   3.536729e-02
-2.783451e+00   4.744395e-01   2.977861e-02
-2.770885e+00   5.666788e-01   5.467086e-02
-2.758318e+00   5.317689e-01   3.863990e-02
-2.745752e+00   8.626677e-01   3.503552e-01
-2.733186e+00   7.280786e-01   1.713002e-01
-2.720619e+00   4.658262e-01   1.619954e-02
-2.708053e+00   1.158729e+00   6.729216e-01
-2.695486e+00   5.360261e-01   4.165074e-02
-2.682920e+00   4.834342e-01   3.506949e-02
-2.670354e+00   5.426555e-01   6.359478e-02
-2.657787e+00   4.800204e-01   1.849418e-02
-2.645221e+00   5.141306e-01   3.131017e-02
-2.632655e+00   9.223912e-01   3.359884e-01
-2.620088e+00   5.417648e-01   7.672390e-02
-2.607522e+00   5.886662e-01   9.564268e-02
-2.594956e+00   5.227962e-01   3.615027e-02
-2.582389e+00   5.792798e-01   7.931630e-02
-2.569823e+00   6.607564e-01   1.144240e-01
-2.557256e+00   5.137317e-01   3.584807e-02
-2.544690e+00   5.508373e-01   5.884929e-02
-2.532124e+00   5.880127e-01   7.404643e-02
-2.519557e+00   4.720946e-01   2.355037e-02
-2.506991e+00   5.095568e-01   3.362451e-02
-2.494425e+00   5.459105e-01   4.872287e-02
-2.481858e+00   7.794282e-01   2.690025e-01
-2.469292e+00   5.071433e-01   3.084857e-02
-2.456725e+00   5.224736e-01   4.944430e-02
-2.444159e+00   4.608683e-01   2.462800e-02
-2.431593e+00   5.026820e-01   3.543094e-02
-2.419026e+00   4.731937e-01   2.182419e-02
-2.406460e+00   4.764945e-01   1.963642e-02
-2.393894e+00   5.318765e-01   4.584971e-02
-2.381327e+00   4.426521e-01   1.545107e-02
-2.368761e+00   1.125797e+00   4.704652e-01
-2.356194e+00   5.778173e-01   6.362412e-02
-2.343628e+00   8.220454e-01   2.297725e-01
-2.331062e+00   5.283671e-01   4.184826e-02
-2.318495e+00   5.500194e-01   4.515755e-02
-2.305929e+00   8.560570e-01   2.502520e-01
-2.293363e+00   5.420106e-01   5.842187e-02
-2.280796e+00   4.775158e-01   2.361549e-02
-2.268230e+00   1.136003e+00   6.176265e-01
-2.255664e+00   5.242994e-01   3.972801e-02
-2.243097e+00   5.765614e-01   4.647378e-02
-2.230531e+00   6.143386e-01   1.411603e-01
-2.217964e+00   7.108116e-01   1.047161e-01
-2.205398e+00   5.176660e-01   5.069583e-02
-2.192832e+00   5.030808e-01   1.828955e-02
-2.180265e+00   5.752600e-01   7.181745e-02
-2.167699e+00   6.006589e-01   1.036111e-01
-2.155133e+00   6.355450e-01   1.151384e-01
-2.142566e+00   6.056304e-01   1.029053e-01
-2.130000e+00   5.135305e-01   4.314660e-02
-2.117433e+00   4.982590e-01   2.825883e-02
-2.104867e+00   5.068073e-01   3.808726e-02
-2.092301e+00   5.341123e-01   3.865679e-02
-2.079734e+00   5.603729e-01   4.445694e-02
-2.067168e+00   5.866906e-01   8.195574e-02
-2.054602e+00   5.260512e-01   4.658610e-02
-2.042035e+00   4.845942e-01   2.137244e-02
-2.029469e+00   5.754430e-01   6.879770e-02
-2.016902e+00   5.498618e-01   3.542474e-02
-2.004336e+00   5.024204e-01   2.845091e-02
-1.991770e+00   5.299476e-01   5.428400e-02
-1.979203e+00   5.035519e-01   3.956054e-02
-1.966637e+00   5.133070e-01   5.814428e-02
-1.954071e+00   1.353103e+00   8.223431e-01
-1.941504e+00   6.853713e-01   1.462396e-01
-1.928938e+00   5.419163e-01   5.451959e-02
-1.916372e+00   4.706173e-01   2.420525e-02
-1.903805e+00   5.077265e-01   2.984198e-02
-1.891239e+00   5.803194e-01   4.628747e-02
-1.878672e+00   5.473646e-01   3.446828e-02
-1.866106e+00   5.332516e-01   4.603853e-02
-1.853540e+00   5.265986e-01   4.366927e-02
-1.840973e+00   5.225524e-01   2.431752e-02
-1.828407e+00   4.733302e-01   1.974119e-02
-1.815841e+00   5.173221e-01   3.301816e-02
-1.803274e+00   5.508422e-01   8.364086e-02
-1.790708e+00   4.520643e-01   1.871711e-02
-1.778141e+00   5.940116e-01   7.442634e-02
-1.765575e+00   5.176302e-01   3.049657e-02
-1.753009e+00   4.761063e-01   3.157105e-02
-1.740442e+00   5.821704e-01   1.038345e-01
-1.727876e+00   4.954563e-01   3.346870e-02
-1.715310e+00   6.795076e-01   1.939490e-01
-1.702743e+00   6.308639e-01   1.110025e-01
-1.690177e+00   5.542157e-01   7.334425e-02
-1.677610e+00   5.894115e-01   1.308693e-01
-1.665044e+00   5.983473e-01   4.641858e-02
-1.652478e+00   6.898132e-01   1.691372e-01
-1.639911e+00   6.165607e-01   5.183925e-02
-1.627345e+00   5.824732e-01   7.178786e-02
-1.614779e+00   6.255938e-01   7.850400e-02
-1.602212e+00   2.228434e+00   1.652329e+00
-1.589646e+00   5.334065e-01   3.056281e-02
-1.577080e+00   4.864827e-01   3.658826e-02
-1.564513e+00   5.556177e-01   4.551583e-02
-1.551947e+00   4.167960e+00   3.562682e+00
-1.539380e+00   6.386917e-01   7.915020e-02
-1.526814e+00   5.613044e-01   4.681904e-02
-1.514248e+00   6.571431e-01   1.018523e-01
-1.501681e+00   5.507617e-01   5.885861e-02
-1.489115e+00   1.580265e+00   1.088321e+00
-1.476549e+00   5.633280e-01   3.521094e-02
-1.463982e+00   5.081774e-01   3.139491e-02
-1.451416e+00   5.445257e-01   3.952771e-02
-1.438849e+00   5.353716e-01   3.962861e-02
-1.426283e+00   1.126559e+00   4.924003e-01
