costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   2.502454e+06   2.238818e+05
 9.999980e-01   2.267530e+06   1.987424e+05
 9.999980e-01   2.373516e+06   2.002563e+05
 9.999980e-01   2.377019e+06   2.011503e+05
 9.999980e-01   2.180050e+06   2.263416e+05
 9.999980e-01   2.320930e+06   1.834465e+05
 9.999980e-01   2.443236e+06   1.671632e+05
 9.999980e-01   2.505130e+06   2.245462e+05
 9.999980e-01   2.488536e+06   1.776885e+05
 9.999980e-01   2.385513e+06   1.726411e+05
 9.999980e-01   2.570348e+06   1.907333e+05
 9.999980e-01   2.410481e+06   2.003106e+05
 9.999980e-01   2.692068e+06   1.652772e+05
 9.999980e-01   2.453487e+06   1.705560e+05
 9.999980e-01   2.414195e+06   1.854960e+05
 9.999980e-01   2.565043e+06   1.707952e+05
 9.999980e-01   2.738543e+06   2.281958e+05
 9.999980e-01   2.844144e+06   8.907306e+04
 9.999980e-01   2.909738e+06   5.058299e+04
 9.999980e-01   2.973242e+06   1.387347e+04
 9.999980e-01   2.983641e+06   1.051416e+04
 9.999980e-01   3.002426e+06   1.059360e+04
 9.999980e-01   3.004628e+06   5.756476e+03
 9.999980e-01   3.011839e+06   1.107471e+04
 9.999980e-01   2.996406e+06   1.107304e+04
 9.999981e-01   3.032747e+06   5.352261e+03
 9.999981e-01   3.058120e+06   2.778136e+04
 9.999981e-01   3.028565e+06   1.017736e+04
 9.999981e-01   3.036955e+06   8.044304e+03
 9.999981e-01   3.061583e+06   1.521418e+04
 9.999981e-01   3.052239e+06   8.302135e+03
 9.999981e-01   3.033947e+06   1.472678e+04
 9.999981e-01   3.066754e+06   7.993309e+03
 9.999981e-01   3.092707e+06   1.143029e+04
 9.999981e-01   3.071458e+06   1.190029e+04
 9.999981e-01   3.092986e+06   1.284974e+04
 9.999981e-01   3.127625e+06   1.569136e+04
 9.999981e-01   3.099767e+06   1.483910e+04
 9.999981e-01   3.116915e+06   1.878147e+04
 9.999981e-01   3.092663e+06   1.617470e+04
 9.999981e-01   3.127207e+06   9.993632e+03
 9.999981e-01   3.155656e+06   1.032885e+04
 9.999981e-01   3.140950e+06   9.310660e+03
 9.999981e-01   3.145056e+06   8.803583e+03
 9.999981e-01   3.132608e+06   1.412933e+04
 9.999981e-01   3.147262e+06   1.095988e+04
 9.999981e-01   3.166045e+06   1.222662e+04
 9.999981e-01   3.177610e+06   1.234850e+04
 9.999981e-01   3.170001e+06   9.958628e+03
 9.999981e-01   3.190542e+06   9.872641e+03
 9.999981e-01   3.204609e+06   8.096733e+03
 9.999981e-01   3.195496e+06   7.157466e+03
 9.999981e-01   3.215610e+06   8.415481e+03
 9.999981e-01   3.220364e+06   8.747794e+03
 9.999981e-01   3.234639e+06   8.284093e+03
 9.999981e-01   3.226124e+06   6.272802e+03
 9.999981e-01   3.229215e+06   7.732985e+03
 9.999981e-01   3.235811e+06   1.047806e+04
 9.999981e-01   3.231378e+06   9.069174e+03
 9.999981e-01   3.278857e+06   1.083784e+04
 9.999981e-01   3.246769e+06   8.815582e+03
 9.999981e-01   3.280456e+06   1.260838e+04
 9.999981e-01   3.298139e+06   8.450028e+03
 9.999981e-01   3.286850e+06   1.019338e+04
 9.999981e-01   3.326273e+06   7.747206e+03
 9.999981e-01   3.263968e+06   1.377524e+04
 9.999981e-01   3.326529e+06   1.150581e+04
 9.999981e-01   3.332837e+06   1.700401e+04
 9.999981e-01   3.318564e+06   1.047033e+04
 9.999981e-01   3.352106e+06   1.189736e+04
 9.999981e-01   3.320491e+06   1.280108e+04
 9.999981e-01   3.357552e+06   7.750229e+03
 9.999981e-01   3.340143e+06   8.701311e+03
 9.999981e-01   3.372982e+06   9.567379e+03
 9.999981e-01   3.368791e+06   1.312737e+04
 9.999982e-01   3.386165e+06   1.515080e+04
 9.999982e-01   3.373105e+06   9.906657e+03
 9.999982e-01   3.418445e+06   1.089109e+04
 9.999982e-01   3.375279e+06   1.084519e+04
 9.999982e-01   3.415456e+06   8.922951e+03
 9.999982e-01   3.417888e+06   1.370740e+04
 9.999982e-01   3.419796e+06   1.355578e+04
 9.999982e-01   3.418691e+06   1.286445e+04
 9.999982e-01   3.457526e+06   1.683361e+04
 9.999982e-01   3.467332e+06   1.573225e+04
 9.999982e-01   3.457094e+06   1.499001e+04
 9.999982e-01   3.452942e+06   1.277746e+04
 9.999982e-01   3.497559e+06   1.430024e+04
 9.999982e-01   3.480351e+06   1.200389e+04
 9.999982e-01   3.471612e+06   1.988409e+04
 9.999982e-01   3.545101e+06   1.563343e+04
 9.999982e-01   3.485142e+06   1.597387e+04
 9.999982e-01   3.509868e+06   2.030152e+04
 9.999982e-01   3.513881e+06   1.389309e+04
 9.999982e-01   3.528776e+06   1.416121e+04
 9.999982e-01   3.563547e+06   1.289574e+04
 9.999982e-01   3.541933e+06   1.354660e+04
 9.999982e-01   3.566395e+06   1.247963e+04
 9.999982e-01   3.570406e+06   1.214796e+04
 9.999982e-01   3.586582e+06   1.111662e+04
 9.999982e-01   3.562470e+06   1.255907e+04
 9.999982e-01   3.590982e+06   1.018188e+04
 9.999982e-01   3.596060e+06   8.727153e+03
