y5_lab bin centers    value    Error 
-inf   2.493011e-03   6.628672e-05
-1.900450e-01   1.913428e-02   6.943538e-04
-1.881350e-01   2.524668e-02   1.456036e-03
-1.862250e-01   2.120430e-02   7.923440e-04
-1.843150e-01   2.435628e-02   8.261859e-04
-1.824050e-01   2.555031e-02   1.455752e-03
-1.804950e-01   2.638816e-02   1.901191e-03
-1.785850e-01   2.528961e-02   1.004508e-03
-1.766750e-01   2.452411e-02   7.467137e-04
-1.747650e-01   3.062764e-02   2.606597e-03
-1.728550e-01   3.128690e-02   1.671957e-03
-1.709450e-01   2.953403e-02   1.627679e-03
-1.690350e-01   3.203930e-02   1.948407e-03
-1.671250e-01   3.095343e-02   7.669278e-04
-1.652150e-01   3.319189e-02   1.596188e-03
-1.633050e-01   3.412607e-02   1.775172e-03
-1.613950e-01   3.691744e-02   1.864387e-03
-1.594850e-01   3.686639e-02   2.518559e-03
-1.575750e-01   3.562318e-02   1.465758e-03
-1.556650e-01   3.685404e-02   1.095775e-03
-1.537550e-01   4.252821e-02   1.624910e-03
-1.518450e-01   4.589542e-02   3.280281e-03
-1.499350e-01   3.889977e-02   1.461591e-03
-1.480250e-01   4.335467e-02   1.793588e-03
-1.461150e-01   4.518068e-02   1.695897e-03
-1.442050e-01   4.865323e-02   2.588203e-03
-1.422950e-01   4.784342e-02   2.209789e-03
-1.403850e-01   4.938437e-02   2.198593e-03
-1.384750e-01   6.551766e-02   7.604642e-03
-1.365650e-01   5.457734e-02   1.810489e-03
-1.346550e-01   5.939036e-02   3.485169e-03
-1.327450e-01   5.646962e-02   1.205858e-03
-1.308350e-01   6.472104e-02   3.741374e-03
-1.289250e-01   6.407365e-02   2.766862e-03
-1.270150e-01   6.861941e-02   1.761287e-03
-1.251050e-01   6.976897e-02   2.406607e-03
-1.231950e-01   7.940277e-02   3.146358e-03
-1.212850e-01   8.747286e-02   4.870706e-03
-1.193750e-01   8.234226e-02   3.132119e-03
-1.174650e-01   8.046949e-02   2.225001e-03
-1.155550e-01   7.874407e-02   2.286803e-03
-1.136450e-01   9.081704e-02   2.871892e-03
