th5_cms_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-3.750000e-04   0.000000e+00   0.000000e+00
-1.250000e-04  -1.017034e+03   4.603545e+02
 1.250000e-04   4.596884e-03   2.101221e-03
 3.750000e-04   3.027936e-02   5.832870e-03
 6.250000e-04   1.089335e-01   3.329214e-02
 8.750000e-04   1.809132e-01   7.841287e-02
 1.125000e-03   2.119255e-01   7.017855e-02
 1.375000e-03   2.476329e-01   1.041670e-01
 1.625000e-03   3.002557e-01   8.326885e-02
 1.875000e-03   2.147822e-01   3.089113e-02
 2.125000e-03   4.046367e-01   1.334543e-01
 2.375000e-03   3.452851e-01   2.188256e-02
 2.625000e-03   5.290746e-01   1.506468e-01
 2.875000e-03   6.206439e-01   1.000061e-01
 3.125000e-03   5.151871e-01   9.780022e-02
 3.375000e-03   9.046002e-01   3.318244e-01
 3.625000e-03   1.243537e+00   4.889061e-01
 3.875000e-03   7.024492e-01   1.050317e-01
 4.125000e-03   9.474218e-01   2.125712e-01
 4.375000e-03   6.710067e-01   2.647729e-01
 4.625000e-03   1.008359e+00   4.066994e-01
 4.875000e-03   7.517493e-01   1.317687e-01
 5.125000e-03   1.444945e+00   5.100630e-01
 5.375000e-03   1.222860e+00   3.542167e-01
 5.625000e-03   9.717686e-01   1.658718e-01
 5.875000e-03   1.659100e+00   3.232861e-01
 6.125000e-03   1.219129e+00   1.563192e-01
 6.375000e-03   1.248630e+00   2.438369e-01
 6.625000e-03   5.739484e+00   4.819082e+00
 6.875000e-03   1.316581e+00   2.380260e-01
 7.125000e-03   6.381916e+01   6.193293e+01
 7.375000e-03   2.122276e+00   6.367698e-01
 7.625000e-03   2.374090e+00   9.553660e-01
 7.875000e-03   2.264634e+00   4.927299e-01
 8.125000e-03   8.609159e+00   4.712309e+00
 8.375000e-03   7.287777e+00   5.438785e+00
 8.625000e-03   5.911298e+00   3.650413e+00
 8.875000e-03   1.766000e+00   2.416291e-01
 9.125000e-03   1.882347e+00   3.151970e-01
 9.375000e-03   2.642207e+00   6.691477e-01
 9.625000e-03   1.971069e+00   2.530864e-01
 9.875000e-03   2.490321e+00   4.516730e-01
 1.012500e-02   2.160805e+00   4.303058e-01
 1.037500e-02   3.357987e+00   1.525146e+00
 1.062500e-02   3.099714e+00   7.627894e-01
 1.087500e-02   2.664537e+00   1.160157e+00
 1.112500e-02   2.698584e+00   2.906158e-01
 1.137500e-02   2.593226e+00   4.977923e-01
 1.162500e-02   2.756756e+00   4.905048e-01
 1.187500e-02   2.871841e+00   5.361313e-01
 inf   2.812807e-01   1.190762e-01
