th5_cms_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-4.687500e-04   0.000000e+00   0.000000e+00
-4.062500e-04   0.000000e+00   0.000000e+00
-3.437500e-04   0.000000e+00   0.000000e+00
-2.812500e-04   0.000000e+00   0.000000e+00
-2.187500e-04   0.000000e+00   0.000000e+00
-1.562500e-04   0.000000e+00   0.000000e+00
-9.375000e-05   0.000000e+00   0.000000e+00
-3.125000e-05  -2.059215e+03   1.494411e+02
 3.125000e-05   3.563948e-03   3.466973e-04
 9.375000e-05   1.333462e-02   1.120744e-03
 1.562500e-04   2.875794e-02   3.579435e-03
 2.187500e-04   3.380318e-02   1.957762e-03
 2.812500e-04   5.248349e-02   3.213278e-03
 3.437500e-04   6.034887e-02   3.907457e-03
 4.062500e-04   7.743286e-02   6.369107e-03
 4.687500e-04   1.417727e-01   2.143467e-02
 5.312500e-04   1.032831e-01   1.089598e-02
 5.937500e-04   1.071703e-01   7.545082e-03
 6.562500e-04   1.270111e-01   8.646559e-03
 7.187500e-04   1.294643e-01   8.714483e-03
 7.812500e-04   2.052003e-01   2.268582e-02
 8.437500e-04   1.547552e-01   8.105339e-03
 9.062500e-04   2.065261e-01   1.833219e-02
 9.687500e-04   2.148897e-01   1.141133e-02
 1.031250e-03   1.845069e-01   9.874340e-03
 1.093750e-03   2.277235e-01   1.775449e-02
 1.156250e-03   2.269321e-01   1.075277e-02
 1.218750e-03   2.306237e-01   9.478901e-03
 1.281250e-03   2.694459e-01   1.845862e-02
 1.343750e-03   2.924349e-01   2.099313e-02
 1.406250e-03   2.817491e-01   1.569678e-02
 1.468750e-03   3.424373e-01   2.724167e-02
 1.531250e-03   3.359739e-01   1.700702e-02
 1.593750e-03   3.893112e-01   3.579357e-02
 1.656250e-03   3.448871e-01   2.302162e-02
 1.718750e-03   3.825327e-01   2.071648e-02
 1.781250e-03   4.379419e-01   3.976129e-02
 1.843750e-03   3.979023e-01   2.148308e-02
 1.906250e-03   3.541643e-01   1.234341e-02
 1.968750e-03   4.413850e-01   3.350646e-02
 2.031250e-03   4.555485e-01   2.643125e-02
 2.093750e-03   4.908709e-01   3.198203e-02
 2.156250e-03   4.548232e-01   1.717446e-02
 2.218750e-03   5.003310e-01   2.634897e-02
 2.281250e-03   4.898374e-01   1.804782e-02
 2.343750e-03   6.624602e-01   5.864693e-02
 2.406250e-03   4.798865e-01   2.742769e-02
 2.468750e-03   5.277005e-01   2.868605e-02
 2.531250e-03   5.488110e-01   2.209521e-02
 2.593750e-03   5.206981e-01   1.736268e-02
 2.656250e-03   6.907595e-01   5.470813e-02
 2.718750e-03   6.593873e-01   4.196451e-02
 2.781250e-03   6.355973e-01   3.192896e-02
 2.843750e-03   6.479473e-01   2.357176e-02
 2.906250e-03   6.480471e-01   2.815930e-02
 2.968750e-03   6.051824e-01   3.284974e-02
 3.031250e-03   1.131741e+00   1.439082e-01
 3.093750e-03   6.898054e-01   4.255642e-02
 3.156250e-03   7.375656e-01   5.718738e-02
 3.218750e-03   7.825196e-01   5.736588e-02
 3.281250e-03   8.913387e-01   5.624377e-02
 3.343750e-03   9.146012e-01   5.725621e-02
 3.406250e-03   7.913293e-01   2.741813e-02
 3.468750e-03   8.073901e-01   4.218275e-02
 3.531250e-03   7.822896e-01   2.013890e-02
 3.593750e-03   9.405176e-01   7.800632e-02
 3.656250e-03   8.392710e-01   6.583943e-02
 3.718750e-03   1.040453e+00   5.413077e-02
 3.781250e-03   8.833603e-01   4.229120e-02
 3.843750e-03   9.166491e-01   3.917768e-02
 3.906250e-03   9.772756e-01   6.840742e-02
 3.968750e-03   1.055629e+00   8.353200e-02
 4.031250e-03   9.587796e-01   8.850227e-02
 4.093750e-03   1.034971e+00   5.882220e-02
 4.156250e-03   1.004803e+00   6.512064e-02
 4.218750e-03   1.104596e+00   7.211452e-02
 4.281250e-03   1.316754e+00   9.413841e-02
 4.343750e-03   1.079809e+00   6.379157e-02
 4.406250e-03   9.730808e-01   4.414899e-02
 4.468750e-03   1.289103e+00   1.088255e-01
 4.531250e-03   1.072849e+00   4.343877e-02
 4.593750e-03   1.201832e+00   6.602909e-02
 4.656250e-03   1.155226e+00   4.827867e-02
 4.718750e-03   1.301187e+00   8.263521e-02
 4.781250e-03   1.215028e+00   8.228435e-02
 4.843750e-03   1.539943e+00   2.604118e-01
 4.906250e-03   1.452491e+00   9.964220e-02
 4.968750e-03   1.222917e+00   3.900823e-02
 5.031250e-03   1.355475e+00   7.346698e-02
 5.093750e-03   1.288568e+00   5.923454e-02
 5.156250e-03   1.354275e+00   8.554508e-02
 5.218750e-03   1.416545e+00   8.070401e-02
 5.281250e-03   1.495994e+00   9.778753e-02
 5.343750e-03   1.500493e+00   7.276698e-02
 5.406250e-03   1.457797e+00   6.824666e-02
 5.468750e-03   1.534274e+00   8.488529e-02
 5.531250e-03   1.492870e+00   8.595885e-02
 5.593750e-03   1.529584e+00   8.541809e-02
 5.656250e-03   1.497623e+00   7.005903e-02
 5.718750e-03   1.448206e+00   4.686041e-02
 5.781250e-03   1.523558e+00   8.967328e-02
 5.843750e-03   1.948604e+00   2.052181e-01
 5.906250e-03   1.812017e+00   1.539046e-01
 5.968750e-03   1.771168e+00   1.320277e-01
 6.031250e-03   1.968799e+00   9.868206e-02
 6.093750e-03   1.679889e+00   8.145517e-02
 6.156250e-03   2.167652e+00   2.104308e-01
 6.218750e-03   1.676042e+00   5.984303e-02
 6.281250e-03   1.711812e+00   1.173052e-01
 6.343750e-03   1.687525e+00   8.857946e-02
 6.406250e-03   1.836245e+00   9.481794e-02
 6.468750e-03   2.248928e+00   2.451569e-01
 6.531250e-03   2.079747e+00   9.509372e-02
 6.593750e-03   1.870157e+00   7.421391e-02
 6.656250e-03   1.962611e+00   7.738891e-02
 6.718750e-03   1.937894e+00   6.079633e-02
 6.781250e-03   2.252190e+00   1.601026e-01
 6.843750e-03   1.940627e+00   9.107951e-02
 6.906250e-03   2.174929e+00   1.012363e-01
 6.968750e-03   2.179566e+00   2.219086e-01
 7.031250e-03   2.229282e+00   2.520250e-01
 7.093750e-03   2.637770e+00   1.892686e-01
 7.156250e-03   2.861736e+00   3.253868e-01
 7.218750e-03   2.002116e+00   8.473129e-02
 7.281250e-03   2.301442e+00   1.857633e-01
 7.343750e-03   2.675815e+00   2.919293e-01
 7.406250e-03   2.497790e+00   2.064069e-01
 7.468750e-03   2.273344e+00   1.315925e-01
 7.531250e-03   2.195906e+00   9.280260e-02
 7.593750e-03   2.204932e+00   8.802079e-02
 7.656250e-03   2.632773e+00   1.515557e-01
 7.718750e-03   2.870854e+00   1.978355e-01
 7.781250e-03   3.596458e+00   4.542601e-01
 7.843750e-03   2.824515e+00   1.829153e-01
 7.906250e-03   2.631928e+00   1.422522e-01
 7.968750e-03   2.414377e+00   1.393799e-01
 8.031250e-03   2.944038e+00   2.260248e-01
 8.093750e-03   2.203413e+00   7.850375e-02
 8.156250e-03   2.930642e+00   1.892017e-01
 8.218750e-03   2.547415e+00   1.626961e-01
 8.281250e-03   2.548839e+00   1.155572e-01
 8.343750e-03   2.643657e+00   1.102413e-01
 8.406250e-03   2.984301e+00   2.237270e-01
 8.468750e-03   2.582370e+00   1.260050e-01
 8.531250e-03   2.560265e+00   1.093908e-01
 8.593750e-03   2.634851e+00   1.238078e-01
 8.656250e-03   2.600747e+00   1.037575e-01
 8.718750e-03   2.911416e+00   1.704936e-01
 8.781250e-03   2.706672e+00   1.654597e-01
 8.843750e-03   2.578051e+00   1.029871e-01
 8.906250e-03   2.859440e+00   1.298048e-01
 8.968750e-03   2.495140e+00   8.818797e-02
 9.031250e-03   2.866820e+00   1.130642e-01
 9.093750e-03   3.249513e+00   2.277284e-01
 9.156250e-03   3.310099e+00   2.478921e-01
 9.218750e-03   2.764814e+00   1.288836e-01
 9.281250e-03   3.291065e+00   2.187646e-01
 9.343750e-03   2.972947e+00   3.068356e-01
 9.406250e-03   2.870502e+00   1.134039e-01
 9.468750e-03   3.000659e+00   1.625173e-01
 9.531250e-03   3.242643e+00   1.649123e-01
 9.593750e-03   2.831216e+00   1.099334e-01
 9.656250e-03   3.203640e+00   1.271196e-01
 9.718750e-03   3.471952e+00   2.781733e-01
 9.781250e-03   3.390260e+00   1.934671e-01
 9.843750e-03   3.494203e+00   1.980133e-01
 9.906250e-03   3.718198e+00   2.556889e-01
 9.968750e-03   3.121028e+00   1.316146e-01
 1.003125e-02   3.313712e+00   2.350417e-01
 1.009375e-02   3.372367e+00   2.728923e-01
 1.015625e-02   3.587084e+00   2.719098e-01
 1.021875e-02   3.432470e+00   3.194324e-01
 1.028125e-02   3.214739e+00   2.079228e-01
 1.034375e-02   3.643647e+00   2.096601e-01
 1.040625e-02   3.755386e+00   3.837185e-01
 1.046875e-02   3.512241e+00   1.949094e-01
 1.053125e-02   3.149714e+00   1.811554e-01
 1.059375e-02   4.141795e+00   3.924326e-01
 1.065625e-02   3.818582e+00   2.410137e-01
 1.071875e-02   3.504082e+00   1.872520e-01
 1.078125e-02   3.862944e+00   2.396263e-01
 1.084375e-02   4.160172e+00   3.642123e-01
 1.090625e-02   3.388165e+00   1.236551e-01
 1.096875e-02   3.268909e+00   1.640463e-01
 1.103125e-02   3.302547e+00   1.640925e-01
 1.109375e-02   3.992827e+00   4.476780e-01
 1.115625e-02   3.619238e+00   1.983941e-01
 1.121875e-02   3.470663e+00   1.653677e-01
 1.128125e-02   3.449110e+00   1.586886e-01
 1.134375e-02   4.315369e+00   3.410514e-01
 1.140625e-02   3.854705e+00   3.058144e-01
 1.146875e-02   3.262875e+00   1.329064e-01
 1.153125e-02   3.453817e+00   1.280673e-01
 1.159375e-02   3.470161e+00   1.690961e-01
 1.165625e-02   3.667592e+00   2.553102e-01
 1.171875e-02   4.894004e+00   3.640155e-01
 1.178125e-02   3.565157e+00   1.508038e-01
 1.184375e-02   3.525899e+00   1.977171e-01
 1.190625e-02   3.404764e+00   1.208384e-01
 1.196875e-02   3.763648e+00   2.128717e-01
 inf   1.624235e-01   8.371510e-03
