th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.360500e+00   1.212294e-02   1.858074e-04
 1.391500e+00   1.306621e-02   1.189123e-03
 1.422500e+00   1.164717e-02   2.081851e-04
 1.453500e+00   1.179934e-02   4.629407e-04
 1.484500e+00   1.322517e-02   1.061562e-03
 1.515500e+00   1.172741e-02   1.991309e-05
 1.546500e+00   1.172165e-02   1.403751e-04
 1.577500e+00   1.072996e-02   7.192999e-04
 1.608500e+00   5.142160e-03   1.099184e-03
 1.639500e+00  -4.973972e-03   1.945869e-03
 inf   0.000000e+00   0.000000e+00
