th3_lab bin center    K_th3    Error 
-inf   0.000000e+00   0.000000e+00
 1.348875e+00   5.913218e-03   1.779589e-05
 1.356625e+00   1.476877e-02   2.759268e-05
 1.364375e+00   1.480048e-02   3.449151e-05
 1.372125e+00   1.480859e-02   3.295326e-05
 1.379875e+00   1.488427e-02   2.907540e-05
 1.387625e+00   1.487125e-02   3.152035e-05
 1.395375e+00   1.484684e-02   3.613505e-05
 1.403125e+00   1.490121e-02   4.202654e-05
 1.410875e+00   1.489594e-02   3.467552e-05
 1.418625e+00   1.481801e-02   5.148239e-05
 1.426375e+00   1.492968e-02   4.424341e-05
 1.434125e+00   1.494346e-02   4.368084e-05
 1.441875e+00   1.493452e-02   4.066128e-05
 1.449625e+00   1.496461e-02   4.297032e-05
 1.457375e+00   1.502371e-02   4.876046e-05
 1.465125e+00   1.491436e-02   5.328983e-05
 1.472875e+00   1.504803e-02   5.278320e-05
 1.480625e+00   1.501820e-02   5.180819e-05
 1.488375e+00   1.502391e-02   4.518862e-05
 1.496125e+00   1.503643e-02   4.664230e-05
 1.503875e+00   1.497753e-02   5.213854e-05
 1.511625e+00   1.505987e-02   5.517956e-05
 1.519375e+00   1.509675e-02   5.515127e-05
 1.527125e+00   1.512440e-02   5.905507e-05
 1.534875e+00   1.509717e-02   5.549313e-05
 1.542625e+00   1.498072e-02   5.262728e-05
 1.550375e+00   1.507673e-02   6.418732e-05
 1.558125e+00   1.516352e-02   6.103815e-05
 1.565875e+00   1.514424e-02   5.058644e-05
 1.573625e+00   1.509842e-02   5.943166e-05
 1.581375e+00   1.517123e-02   5.496641e-05
 1.589125e+00   1.516803e-02   5.441906e-05
 1.596875e+00   1.523987e-02   4.533843e-05
 1.604625e+00   1.518869e-02   4.402076e-05
 1.612375e+00   1.522316e-02   4.424408e-05
 1.620125e+00   1.524882e-02   4.405329e-05
 1.627875e+00   1.523477e-02   4.818141e-05
 1.635625e+00   1.519175e-02   4.877014e-05
 1.643375e+00   1.525377e-02   1.931011e-04
 1.651125e+00   6.436662e-03   3.110512e-04
 inf   0.000000e+00   0.000000e+00
