th5_cms bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
-1.080000e+01   0.000000e+00   0.000000e+00
-8.400000e+00   0.000000e+00   0.000000e+00
-6.000000e+00   0.000000e+00   0.000000e+00
-3.600000e+00   0.000000e+00   0.000000e+00
-1.200000e+00   0.000000e+00   0.000000e+00
 1.200000e+00   1.000000e+00   5.634898e-01
 3.600000e+00   1.000000e+00   4.655582e-01
 6.000000e+00   1.000000e+00   4.161260e-01
 8.400000e+00   1.000000e+00   4.335189e-01
 1.080000e+01   1.000000e+00   4.143560e-01
 inf   1.000000e+00   7.013425e-01
