y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   4.834476e-02
-1.862250e-01   1.000000e+00   3.380160e-02
-1.766750e-01   1.000000e+00   3.165273e-02
-1.671250e-01   1.000000e+00   3.369992e-02
-1.575750e-01   1.000000e+00   2.853078e-02
-1.480250e-01   1.000000e+00   3.159282e-02
-1.384750e-01   1.000000e+00   2.557735e-02
-1.289250e-01   1.000000e+00   2.842973e-02
-1.193750e-01   1.000000e+00   2.726982e-02
-1.098250e-01   1.000000e+00   3.739460e-02
-1.002750e-01   1.000000e+00   2.608475e-02
-9.072500e-02   1.000000e+00   3.746781e-02
-8.117500e-02   1.000000e+00   2.952179e-02
-7.162500e-02   1.000000e+00   2.502448e-02
-6.207500e-02   1.000000e+00   2.709491e-02
-5.252500e-02   1.000000e+00   2.346979e-02
-4.297500e-02   1.000000e+00   3.302869e-02
-3.342500e-02   1.000000e+00   3.790104e-02
-2.387500e-02   1.000000e+00   3.692808e-02
-1.432500e-02   1.000000e+00   3.589816e-02
-4.775000e-03   8.009164e-01   2.671380e-02
 4.775000e-03   1.000000e+00   3.274945e-02
 1.432500e-02   1.000000e+00   2.652827e-02
 2.387500e-02   1.000000e+00   3.758751e-02
 3.342500e-02   1.000000e+00   2.976371e-02
 4.297500e-02   1.000000e+00   2.911929e-02
 5.252500e-02   1.000000e+00   2.891361e-02
 6.207500e-02   1.000000e+00   2.435815e-02
 7.162500e-02   1.000000e+00   2.240773e-02
 8.117500e-02   1.000000e+00   2.376645e-02
 9.072500e-02   1.000000e+00   2.926476e-02
 1.002750e-01   1.000000e+00   3.682523e-02
 1.098250e-01   1.000000e+00   2.685253e-02
 1.193750e-01   1.000000e+00   2.968232e-02
 1.289250e-01   1.000000e+00   2.668669e-02
 1.384750e-01   1.000000e+00   3.027614e-02
 1.480250e-01   1.000000e+00   3.296172e-02
 1.575750e-01   1.000000e+00   3.317598e-02
 1.671250e-01   1.000000e+00   4.064897e-02
 1.766750e-01   1.000000e+00   2.992871e-02
 1.862250e-01   1.000000e+00   4.492366e-02
 inf   1.000000e+00   6.784111e-02
