th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
-3.437500e-01   0.000000e+00   0.000000e+00
-3.125000e-02   3.939120e-01   2.312796e-02
 2.812500e-01   1.000000e+00   2.992080e-02
 5.937500e-01   1.000000e+00   3.202207e-02
 9.062500e-01   1.000000e+00   2.637153e-02
 1.218750e+00   1.000000e+00   3.528573e-02
 1.531250e+00   1.000000e+00   3.803331e-02
 1.843750e+00   1.000000e+00   3.258668e-02
 2.156250e+00   1.000000e+00   2.951997e-02
 2.468750e+00   1.000000e+00   4.727363e-02
 2.781250e+00   1.000000e+00   4.810619e-02
 3.093750e+00   1.000000e+00   2.657224e-02
 3.406250e+00   1.000000e+00   2.739613e-02
 3.718750e+00   1.000000e+00   3.212999e-02
 4.031250e+00   1.000000e+00   2.235080e-02
 4.343750e+00   1.000000e+00   2.385187e-02
 4.656250e+00   1.000000e+00   2.196047e-02
 4.968750e+00   1.000000e+00   2.197534e-02
 5.281250e+00   1.000000e+00   2.019872e-02
 5.593750e+00   1.000000e+00   1.942672e-02
 5.906250e+00   1.000000e+00   2.665922e-02
 6.218750e+00   1.000000e+00   2.317869e-02
 6.531250e+00   1.000000e+00   4.036841e-02
 6.843750e+00   1.000000e+00   3.009127e-02
 7.156250e+00   1.000000e+00   2.426386e-02
 7.468750e+00   1.000000e+00   2.944807e-02
 7.781250e+00   1.000000e+00   3.374265e-02
 8.093750e+00   1.000000e+00   3.056297e-02
 8.406250e+00   1.000000e+00   3.028222e-02
 8.718750e+00   1.000000e+00   3.198434e-02
 9.031250e+00   1.000000e+00   2.780750e-02
 9.343750e+00   1.000000e+00   3.493763e-02
 9.656250e+00   1.000000e+00   3.380072e-02
 9.968750e+00   1.000000e+00   3.995153e-02
 1.028125e+01   1.000000e+00   3.015323e-02
 1.059375e+01   1.000000e+00   3.106522e-02
 1.090625e+01   1.000000e+00   3.352507e-02
 1.121875e+01   1.000000e+00   3.059332e-02
 1.153125e+01   1.000000e+00   3.260074e-02
 1.184375e+01   1.000000e+00   4.597161e-02
 inf   1.000000e+00   4.623595e-02
