th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
-1.080000e+01   0.000000e+00   0.000000e+00
-8.400000e+00   0.000000e+00   0.000000e+00
-6.000000e+00   0.000000e+00   0.000000e+00
-3.600000e+00   0.000000e+00   0.000000e+00
-1.200000e+00   0.000000e+00   0.000000e+00
 1.200000e+00   1.000000e+00   3.278382e-01
 3.600000e+00   1.000000e+00   4.150982e-01
 6.000000e+00   1.000000e+00   5.876617e-01
 8.400000e+00   1.000000e+00   5.938668e-01
 1.080000e+01   1.000000e+00   6.024425e-01
 inf   1.000000e+00   1.030315e+00
