costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   2.590394e+06   1.862111e+05
 9.999980e-01   2.674674e+06   1.863261e+05
 9.999980e-01   2.804518e+06   1.804239e+05
 9.999980e-01   2.516401e+06   1.233640e+05
 9.999980e-01   2.632920e+06   1.852953e+05
 9.999980e-01   2.609310e+06   1.448648e+05
 9.999980e-01   2.615721e+06   2.064925e+05
 9.999980e-01   2.971619e+06   1.782143e+05
 9.999980e-01   2.791133e+06   1.936683e+05
 9.999980e-01   2.805877e+06   7.281098e+04
 9.999980e-01   2.906638e+06   4.608760e+04
 9.999980e-01   2.833353e+06   3.172602e+04
 9.999980e-01   2.890019e+06   9.907148e+03
 9.999980e-01   2.907428e+06   1.398755e+04
 9.999980e-01   2.861811e+06   4.383747e+04
 9.999980e-01   2.949394e+06   3.548319e+04
 9.999980e-01   2.908212e+06   9.573138e+03
 9.999980e-01   2.908573e+06   8.739829e+03
 9.999980e-01   2.930887e+06   2.704867e+03
 9.999980e-01   2.935578e+06   8.536244e+03
 9.999980e-01   2.939292e+06   8.573856e+03
 9.999980e-01   2.957099e+06   8.711419e+03
 9.999980e-01   2.944990e+06   1.194724e+04
 9.999980e-01   2.974579e+06   1.848854e+04
 9.999980e-01   2.964494e+06   6.551487e+03
 9.999981e-01   2.978130e+06   5.910187e+03
 9.999981e-01   2.967168e+06   6.580751e+03
 9.999981e-01   2.990549e+06   4.771850e+03
 9.999981e-01   3.000765e+06   6.466317e+03
 9.999981e-01   2.997403e+06   7.238704e+03
 9.999981e-01   3.004471e+06   6.049578e+03
 9.999981e-01   3.025908e+06   5.422687e+03
 9.999981e-01   3.027751e+06   4.744263e+03
 9.999981e-01   3.018484e+06   6.260863e+03
 9.999981e-01   3.036069e+06   4.774358e+03
 9.999981e-01   3.041728e+06   5.543605e+03
 9.999981e-01   3.050654e+06   1.008753e+04
 9.999981e-01   3.050584e+06   9.283090e+03
 9.999981e-01   3.061423e+06   7.996865e+03
 9.999981e-01   3.072609e+06   8.222191e+03
 9.999981e-01   3.072393e+06   7.619564e+03
 9.999981e-01   3.068545e+06   1.046763e+04
 9.999981e-01   3.096998e+06   9.150986e+03
 9.999981e-01   3.076907e+06   1.090195e+04
 9.999981e-01   3.115700e+06   1.028188e+04
 9.999981e-01   3.103285e+06   1.416362e+04
 9.999981e-01   3.119509e+06   7.417293e+03
 9.999981e-01   3.142064e+06   1.732057e+04
 9.999981e-01   3.123678e+06   1.528718e+04
 9.999981e-01   3.128893e+06   1.342894e+04
 9.999981e-01   3.148956e+06   1.254406e+04
 9.999981e-01   3.139342e+06   1.322220e+04
 9.999981e-01   3.161982e+06   1.068466e+04
 9.999981e-01   3.173550e+06   1.238729e+04
 9.999981e-01   3.179035e+06   1.104207e+04
 9.999981e-01   3.194288e+06   1.260335e+04
 9.999981e-01   3.163501e+06   1.180323e+04
 9.999981e-01   3.186662e+06   1.453992e+04
 9.999981e-01   3.215803e+06   9.383252e+03
 9.999981e-01   3.197839e+06   1.282340e+04
 9.999981e-01   3.206086e+06   9.770126e+03
 9.999981e-01   3.240740e+06   1.113463e+04
 9.999981e-01   3.210716e+06   1.140426e+04
 9.999981e-01   3.256650e+06   1.202448e+04
 9.999981e-01   3.228639e+06   1.387310e+04
 9.999981e-01   3.276390e+06   1.540144e+04
