y5_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
-1.996000e-01   0.000000e+00   0.000000e+00
-1.988000e-01   0.000000e+00   0.000000e+00
-1.980000e-01   0.000000e+00   0.000000e+00
-1.972000e-01   0.000000e+00   0.000000e+00
-1.964000e-01   0.000000e+00   0.000000e+00
-1.956000e-01   0.000000e+00   0.000000e+00
-1.948000e-01   0.000000e+00   0.000000e+00
-1.940000e-01   0.000000e+00   0.000000e+00
-1.932000e-01   0.000000e+00   0.000000e+00
-1.924000e-01   0.000000e+00   0.000000e+00
-1.916000e-01   0.000000e+00   0.000000e+00
-1.908000e-01   2.444513e-01   1.562878e-02
-1.900000e-01   4.269866e-01   3.371654e-02
-1.892000e-01   3.553423e-01   2.348182e-02
-1.884000e-01   3.915575e-01   1.971494e-02
-1.876000e-01   3.921558e-01   3.190426e-02
-1.868000e-01   3.590379e-01   1.607035e-02
-1.860000e-01   3.451185e-01   1.175038e-02
-1.852000e-01   3.846657e-01   2.892638e-02
-1.844000e-01   3.688347e-01   1.989529e-02
-1.836000e-01   4.068544e-01   2.674609e-02
-1.828000e-01   4.057843e-01   2.936418e-02
-1.820000e-01   4.157891e-01   3.243756e-02
-1.812000e-01   4.262234e-01   3.247392e-02
-1.804000e-01   4.726624e-01   3.872739e-02
-1.796000e-01   3.979379e-01   2.004177e-02
-1.788000e-01   4.739069e-01   3.645537e-02
-1.780000e-01   4.608543e-01   2.896733e-02
-1.772000e-01   4.368650e-01   2.232961e-02
-1.764000e-01   4.815499e-01   3.588984e-02
-1.756000e-01   5.420112e-01   4.875857e-02
-1.748000e-01   4.619914e-01   2.599895e-02
-1.740000e-01   5.962857e-01   8.091826e-02
-1.732000e-01   4.350703e-01   2.327503e-02
-1.724000e-01   5.211170e-01   4.162879e-02
-1.716000e-01   4.936375e-01   2.798321e-02
-1.708000e-01   5.118596e-01   3.771514e-02
-1.700000e-01   4.990141e-01   3.671863e-02
-1.692000e-01   4.937112e-01   2.780207e-02
-1.684000e-01   5.060818e-01   2.561371e-02
-1.676000e-01   6.684985e-01   1.312091e-01
-1.668000e-01   5.461640e-01   3.041999e-02
-1.660000e-01   5.358304e-01   3.495364e-02
-1.652000e-01   7.311899e-01   1.613081e-01
-1.644000e-01   5.863758e-01   4.328509e-02
-1.636000e-01   5.185981e-01   3.744116e-02
-1.628000e-01   5.680976e-01   3.424740e-02
-1.620000e-01   5.398422e-01   3.143301e-02
-1.612000e-01   7.301098e-01   7.536730e-02
-1.604000e-01   6.835889e-01   6.924209e-02
-1.596000e-01   6.454456e-01   3.734556e-02
-1.588000e-01   7.395382e-01   1.228918e-01
-1.580000e-01   6.810522e-01   3.678286e-02
-1.572000e-01   6.133781e-01   3.206134e-02
-1.564000e-01   6.444855e-01   2.868792e-02
-1.556000e-01   7.002812e-01   5.453199e-02
-1.548000e-01   6.431339e-01   4.952506e-02
-1.540000e-01   7.535082e-01   1.067933e-01
-1.532000e-01   6.675377e-01   6.097155e-02
-1.524000e-01   7.373605e-01   5.027231e-02
-1.516000e-01   8.410533e-01   5.497257e-02
-1.508000e-01   6.483004e-01   4.549654e-02
-1.500000e-01   7.742748e-01   5.634954e-02
-1.492000e-01   8.102798e-01   7.311833e-02
-1.484000e-01   7.072858e-01   4.593191e-02
-1.476000e-01   7.837966e-01   6.610940e-02
-1.468000e-01   7.737231e-01   4.651885e-02
-1.460000e-01   8.342936e-01   7.495182e-02
-1.452000e-01   8.656444e-01   7.562492e-02
-1.444000e-01   8.457770e-01   8.321183e-02
-1.436000e-01   8.001931e-01   5.285627e-02
