y5_lab bin centers    value    Error 
-inf   9.748786e-04   1.357192e-04
-1.871800e-01   8.999525e-03   1.716352e-03
-1.795400e-01   7.782840e-03   1.293302e-03
-1.719000e-01   7.318271e-03   1.148468e-03
-1.642600e-01   1.241412e-02   2.662047e-03
-1.566200e-01   1.536319e-02   2.114438e-03
-1.489800e-01   1.543201e-02   2.546022e-03
-1.413400e-01   1.902307e-02   2.846447e-03
-1.337000e-01   2.152692e-02   3.485719e-03
-1.260600e-01   3.038525e-02   3.895819e-03
-1.184200e-01   3.427432e-02   5.312780e-03
-1.107800e-01   5.465396e-02   7.644068e-03
-1.031400e-01   4.502731e-02   2.766992e-03
-9.550000e-02   7.125152e-02   6.542484e-03
-8.786000e-02   7.756971e-02   5.750178e-03
-8.022000e-02   9.448978e-02   9.827997e-03
-7.258000e-02   1.497831e-01   1.343756e-02
-6.494000e-02   1.655840e-01   1.185259e-02
-5.730000e-02   1.970773e-01   1.375372e-02
-4.966000e-02   6.837171e-01   1.655240e-01
-4.202000e-02   4.175836e-01   2.834264e-02
-3.438000e-02   5.681457e-01   5.304694e-02
-2.674000e-02   8.311319e-01   7.093522e-02
-1.910000e-02   1.105053e+00   1.435464e-01
-1.146000e-02   9.842269e-01   6.351242e-02
-3.820000e-03  -9.770853e+00   1.453488e+00
 3.820000e-03   1.015152e+00   1.130954e-01
 1.146000e-02   1.137418e+00   1.165351e-01
 1.910000e-02   9.163437e-01   5.690242e-02
 2.674000e-02   7.660157e-01   4.484595e-02
 3.438000e-02   6.535970e-01   6.872543e-02
 4.202000e-02   5.935973e-01   8.083866e-02
 4.966000e-02   3.411503e-01   3.793443e-02
 5.730000e-02   2.121832e-01   1.503679e-02
 6.494000e-02   1.493792e-01   1.865053e-02
 7.258000e-02   1.334903e-01   1.110869e-02
 8.022000e-02   1.064403e-01   1.133432e-02
 8.786000e-02   8.554518e-02   1.051094e-02
 9.550000e-02   8.004050e-02   1.291509e-02
 1.031400e-01   5.821500e-02   5.511400e-03
 1.107800e-01   4.634047e-02   4.546852e-03
 1.184200e-01   4.034284e-02   4.772290e-03
 1.260600e-01   3.093229e-02   4.292209e-03
 1.337000e-01   3.152365e-02   5.359472e-03
 1.413400e-01   2.240078e-02   2.691813e-03
 1.489800e-01   1.450182e-02   1.855796e-03
 1.566200e-01   9.369135e-03   1.449058e-03
 1.642600e-01   2.062800e-02   3.799808e-03
 1.719000e-01   9.852081e-03   1.529412e-03
 1.795400e-01   8.190222e-03   1.658681e-03
 1.871800e-01   7.632175e-03   1.416309e-03
 inf   8.559220e-04   1.993690e-04
