th5_lab bin center    K_th5    Error 
-inf   0.000000e+00   0.000000e+00
 1.250000e-01   6.000000e-01   3.382307e-01
 1.375000e+00   1.000000e+00   6.217427e-01
 2.625000e+00   1.000000e+00   6.324555e-01
 3.875000e+00   1.000000e+00   6.324555e-01
 5.125000e+00   1.000000e+00   6.324555e-01
 6.375000e+00   6.000000e-01   4.898979e-01
 7.625000e+00   1.000000e+00   6.324555e-01
 8.875000e+00   1.000000e+00   6.324498e-01
 1.012500e+01   1.000000e+00   6.312905e-01
 1.137500e+01   1.000000e+00   6.324552e-01
 inf   1.000000e+00   9.380769e-01
