costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   2.246946e+06   2.900514e+05
 9.999980e-01   2.625970e+06   3.581896e+05
 9.999980e-01   2.457302e+06   3.065033e+05
 9.999980e-01   2.431163e+06   3.596471e+05
 9.999980e-01   2.560265e+06   2.584717e+05
 9.999980e-01   2.701120e+06   4.240406e+05
 9.999980e-01   2.393800e+06   3.455906e+05
 9.999980e-01   2.336598e+06   3.788982e+05
 9.999980e-01   2.656775e+06   2.617451e+05
 9.999980e-01   2.265516e+06   2.963311e+05
 9.999980e-01   2.188599e+06   2.877650e+05
 9.999980e-01   2.233556e+06   2.915661e+05
 9.999980e-01   2.201919e+06   2.583039e+05
 9.999980e-01   2.500350e+06   3.409936e+05
 9.999980e-01   2.742741e+06   1.338990e+05
 9.999980e-01   2.639266e+06   3.345282e+05
 9.999980e-01   2.424003e+06   2.371589e+05
 9.999980e-01   2.563459e+06   3.558675e+05
 9.999980e-01   2.970384e+06   2.314257e+04
 9.999980e-01   2.995890e+06   2.908205e+04
 9.999980e-01   3.045285e+06   6.722716e+04
 9.999980e-01   3.001078e+06   1.753571e+04
 9.999980e-01   2.961547e+06   1.767763e+04
 9.999980e-01   3.023689e+06   1.393241e+04
 9.999980e-01   2.995554e+06   2.019303e+04
 9.999981e-01   3.029786e+06   1.139341e+04
 9.999981e-01   3.024976e+06   1.141361e+04
 9.999981e-01   3.068145e+06   1.556167e+04
 9.999981e-01   3.037285e+06   1.683725e+04
 9.999981e-01   3.022501e+06   1.290383e+04
 9.999981e-01   3.071425e+06   1.789176e+04
 9.999981e-01   3.054569e+06   1.236718e+04
 9.999981e-01   3.109765e+06   2.219450e+04
 9.999981e-01   3.047330e+06   1.865968e+04
 9.999981e-01   3.062881e+06   1.680015e+04
 9.999981e-01   3.091511e+06   1.307280e+04
 9.999981e-01   3.105238e+06   1.635127e+04
 9.999981e-01   3.110624e+06   1.961185e+04
 9.999981e-01   3.098076e+06   2.963971e+04
 9.999981e-01   3.081423e+06   2.626372e+04
 9.999981e-01   3.142869e+06   1.972714e+04
 9.999981e-01   3.119849e+06   1.294454e+04
 9.999981e-01   3.131996e+06   1.262225e+04
 9.999981e-01   3.134937e+06   3.736972e+04
 9.999981e-01   3.160039e+06   1.700168e+04
 9.999981e-01   3.168326e+06   1.245606e+04
 9.999981e-01   3.173527e+06   2.430657e+04
 9.999981e-01   3.193096e+06   2.145477e+04
 9.999981e-01   3.192945e+06   2.114317e+04
 9.999981e-01   3.184074e+06   1.947270e+04
 9.999981e-01   3.183217e+06   1.400533e+04
 9.999981e-01   3.197695e+06   1.503545e+04
 9.999981e-01   3.190121e+06   1.424589e+04
 9.999981e-01   3.227678e+06   2.364118e+04
 9.999981e-01   3.207341e+06   2.475825e+04
 9.999981e-01   3.235908e+06   2.519999e+04
 9.999981e-01   3.226070e+06   2.065752e+04
 9.999981e-01   3.252512e+06   1.666034e+04
 9.999981e-01   3.265076e+06   2.128082e+04
 9.999981e-01   3.270203e+06   1.824491e+04
 9.999981e-01   3.280968e+06   1.107688e+04
 9.999981e-01   3.316388e+06   2.533614e+04
 9.999981e-01   3.246920e+06   2.550125e+04
 9.999981e-01   3.302718e+06   1.595338e+04
 9.999981e-01   3.385439e+06   7.299377e+04
 9.999981e-01   3.335262e+06   2.059486e+04
 9.999981e-01   3.276594e+06   1.350053e+04
 9.999981e-01   3.340523e+06   1.700573e+04
 9.999981e-01   3.286051e+06   2.326891e+04
 9.999981e-01   3.331461e+06   1.627369e+04
 9.999981e-01   3.356160e+06   2.070491e+04
 9.999981e-01   3.371720e+06   1.697726e+04
 9.999981e-01   3.374223e+06   1.716385e+04
 9.999981e-01   3.349122e+06   1.737963e+04
 9.999981e-01   3.395618e+06   1.134674e+04
 9.999982e-01   3.349840e+06   1.178937e+04
 9.999982e-01   3.424689e+06   1.416680e+04
 9.999982e-01   3.347799e+06   1.562670e+04
 9.999982e-01   3.390820e+06   1.585209e+04
 9.999982e-01   3.439633e+06   2.120558e+04
 9.999982e-01   3.400586e+06   1.479453e+04
 9.999982e-01   3.462464e+06   2.508459e+04
 9.999982e-01   3.398922e+06   3.495755e+04
 9.999982e-01   3.453678e+06   1.776982e+04
 9.999982e-01   3.513894e+06   3.942646e+04
 9.999982e-01   3.431509e+06   2.061347e+04
 9.999982e-01   3.472713e+06   1.080813e+04
 9.999982e-01   3.464560e+06   2.558854e+04
 9.999982e-01   3.503980e+06   4.177516e+04
 9.999982e-01   3.488859e+06   2.510526e+04
 9.999982e-01   3.502430e+06   2.049621e+04
 9.999982e-01   3.568736e+06   2.784408e+04
 9.999982e-01   3.502632e+06   2.643560e+04
 9.999982e-01   3.514706e+06   3.364818e+04
 9.999982e-01   3.534438e+06   2.349263e+04
 9.999982e-01   3.562159e+06   3.126499e+04
 9.999982e-01   3.554478e+06   3.256241e+04
 9.999982e-01   3.575407e+06   2.046494e+04
 9.999982e-01   3.552256e+06   2.674335e+04
 9.999982e-01   3.543202e+06   3.709745e+04
 9.999982e-01   3.575245e+06   2.524324e+04
 9.999982e-01   3.570871e+06   3.106288e+04
 9.999982e-01   3.626826e+06   2.279676e+04
 9.999982e-01   3.573491e+06   2.953969e+04
 9.999982e-01   3.676087e+06   5.257071e+04
 9.999982e-01   3.648525e+06   4.073632e+04
 9.999982e-01   3.585393e+06   2.850267e+04
 9.999982e-01   3.628164e+06   1.968593e+04
 9.999982e-01   3.632513e+06   3.369700e+04
 9.999982e-01   3.667865e+06   3.047254e+04
 9.999982e-01   3.709125e+06   2.516129e+04
 9.999982e-01   3.646633e+06   4.880853e+04
 9.999982e-01   3.656946e+06   3.570235e+04
 9.999982e-01   3.700763e+06   2.703166e+04
 9.999982e-01   3.693520e+06   4.585408e+04
 9.999982e-01   3.720532e+06   3.199199e+04
 9.999982e-01   3.728124e+06   3.435081e+04
 9.999982e-01   3.705269e+06   4.064311e+04
 9.999982e-01   3.738580e+06   1.653671e+04
 9.999982e-01   3.748797e+06   2.774526e+04
 9.999982e-01   3.773113e+06   2.429241e+04
 9.999982e-01   3.802458e+06   3.569836e+04
 9.999982e-01   3.777958e+06   2.368527e+04
 9.999982e-01   3.800511e+06   3.466172e+04
 9.999982e-01   3.744967e+06   3.101667e+04
 9.999983e-01   3.830355e+06   2.137153e+04
 9.999983e-01   3.825599e+06   2.717322e+04
 9.999983e-01   3.782874e+06   2.907389e+04
 9.999983e-01   3.822121e+06   3.971567e+04
 9.999983e-01   3.850116e+06   2.402789e+04
 9.999983e-01   3.873909e+06   3.267017e+04
 9.999983e-01   3.853141e+06   2.962181e+04
 9.999983e-01   3.898885e+06   2.765236e+04
 9.999983e-01   3.865995e+06   3.210407e+04
 9.999983e-01   3.914513e+06   4.935902e+04
 9.999983e-01   3.883027e+06   4.571612e+04
 9.999983e-01   3.908108e+06   3.079076e+04
 9.999983e-01   3.913881e+06   2.733647e+04
 9.999983e-01   3.907248e+06   1.524860e+04
 9.999983e-01   3.955202e+06   1.866119e+04
 9.999983e-01   3.930710e+06   2.425543e+04
 9.999983e-01   3.977894e+06   4.337966e+04
 9.999983e-01   3.902339e+06   4.043169e+04
 9.999983e-01   3.968694e+06   2.593057e+04
 9.999983e-01   4.034145e+06   2.817005e+04
 9.999983e-01   4.016536e+06   3.539608e+04
 9.999983e-01   4.030774e+06   2.860319e+04
 9.999983e-01   4.007904e+06   2.587001e+04
 9.999983e-01   4.011526e+06   1.889084e+04
 9.999983e-01   4.050280e+06   2.141949e+04
 9.999983e-01   4.029579e+06   1.855762e+04
 9.999983e-01   4.066106e+06   2.551540e+04
 9.999983e-01   4.129377e+06   4.692678e+04
 9.999983e-01   4.074281e+06   2.428912e+04
 9.999983e-01   4.087055e+06   2.720834e+04
 9.999983e-01   4.078846e+06   1.602798e+04
 9.999983e-01   4.120942e+06   2.029987e+04
 9.999983e-01   4.103343e+06   2.119021e+04
 9.999983e-01   4.083292e+06   3.125615e+04
 9.999983e-01   4.157791e+06   2.028103e+04
 9.999983e-01   4.136038e+06   3.240763e+04
 9.999983e-01   4.173814e+06   3.342003e+04
 9.999983e-01   4.179603e+06   3.243381e+04
 9.999983e-01   4.196196e+06   3.375589e+04
 9.999983e-01   4.173169e+06   3.815861e+04
 9.999983e-01   4.201769e+06   4.359535e+04
 9.999983e-01   4.195582e+06   3.584388e+04
 9.999983e-01   4.205886e+06   2.617405e+04
 9.999983e-01   4.263925e+06   1.695095e+04
 9.999983e-01   4.248289e+06   2.300396e+04
 9.999983e-01   4.261467e+06   2.736625e+04
 9.999983e-01   4.235022e+06   2.805087e+04
 9.999983e-01   4.303278e+06   1.986537e+04
 9.999983e-01   4.262354e+06   2.357607e+04
 9.999983e-01   4.335512e+06   3.020238e+04
 9.999984e-01   4.295273e+06   2.278375e+04
 9.999984e-01   4.384349e+06   3.430373e+04
 9.999984e-01   4.326048e+06   3.413848e+04
 9.999984e-01   4.364397e+06   2.399483e+04
 9.999984e-01   4.341830e+06   2.596735e+04
 9.999984e-01   4.343370e+06   2.965642e+04
 9.999984e-01   4.382076e+06   3.296741e+04
 9.999984e-01   4.400354e+06   2.354279e+04
 9.999984e-01   4.365562e+06   2.412209e+04
 9.999984e-01   4.407355e+06   2.419071e+04
 9.999984e-01   4.411798e+06   2.598079e+04
 9.999984e-01   4.434533e+06   2.575040e+04
 9.999984e-01   4.463507e+06   2.748504e+04
 9.999984e-01   4.494135e+06   3.205127e+04
 9.999984e-01   4.510587e+06   3.450562e+04
 9.999984e-01   4.480683e+06   3.244365e+04
 9.999984e-01   4.495130e+06   2.998751e+04
 9.999984e-01   4.556023e+06   3.884019e+04
 9.999984e-01   4.506871e+06   2.746640e+04
 9.999984e-01   4.524336e+06   3.678985e+04
 9.999984e-01   4.562235e+06   2.891359e+04
 9.999984e-01   4.557428e+06   2.902111e+04
 9.999984e-01   4.526479e+06   1.773944e+04
 9.999984e-01   4.548455e+06   2.899282e+04
 9.999984e-01   4.489793e+06   4.691486e+04
 9.999984e-01   4.595288e+06   3.293834e+04
 9.999984e-01   4.566349e+06   3.303487e+04
 9.999984e-01   4.674212e+06   3.357214e+04
 9.999984e-01   4.639208e+06   2.777504e+04
 9.999984e-01   4.651589e+06   3.088177e+04
 9.999984e-01   4.653550e+06   2.466112e+04
 9.999984e-01   4.692488e+06   2.950019e+04
 9.999984e-01   4.646963e+06   2.288912e+04
 9.999984e-01   4.694740e+06   2.592221e+04
 9.999984e-01   4.690729e+06   2.710074e+04
 9.999984e-01   4.733367e+06   2.639439e+04
 9.999984e-01   4.726691e+06   2.691100e+04
 9.999984e-01   4.774086e+06   5.973359e+04
 9.999984e-01   4.765700e+06   2.974320e+04
 9.999984e-01   4.783903e+06   4.322138e+04
 9.999984e-01   4.841209e+06   3.921408e+04
 9.999984e-01   4.815041e+06   3.000611e+04
 9.999984e-01   4.775994e+06   3.120019e+04
