th3 bin centers    value    Error 
 8.865000e-04   0.000000e+00   0.000000e+00
 8.899000e-04   0.000000e+00   0.000000e+00
 8.933000e-04   0.000000e+00   0.000000e+00
 8.967000e-04   0.000000e+00   0.000000e+00
 9.001000e-04   0.000000e+00   0.000000e+00
 9.035000e-04   0.000000e+00   0.000000e+00
 9.069000e-04   0.000000e+00   0.000000e+00
 9.103000e-04   0.000000e+00   0.000000e+00
 9.137000e-04   0.000000e+00   0.000000e+00
 9.171000e-04   0.000000e+00   0.000000e+00
 9.205000e-04   0.000000e+00   0.000000e+00
 9.239000e-04   0.000000e+00   0.000000e+00
 9.273000e-04   0.000000e+00   0.000000e+00
 9.307000e-04   0.000000e+00   0.000000e+00
 9.341000e-04   0.000000e+00   0.000000e+00
 9.375000e-04   0.000000e+00   0.000000e+00
 9.409000e-04   0.000000e+00   0.000000e+00
 9.443000e-04   0.000000e+00   0.000000e+00
 9.477000e-04   0.000000e+00   0.000000e+00
 9.511000e-04   0.000000e+00   0.000000e+00
 9.545000e-04   0.000000e+00   0.000000e+00
 9.579000e-04   0.000000e+00   0.000000e+00
 9.613000e-04   0.000000e+00   0.000000e+00
 9.647000e-04   0.000000e+00   0.000000e+00
 9.681000e-04   0.000000e+00   0.000000e+00
 9.715000e-04   0.000000e+00   0.000000e+00
 9.749000e-04   0.000000e+00   0.000000e+00
 9.783000e-04   0.000000e+00   0.000000e+00
 9.817000e-04   0.000000e+00   0.000000e+00
 9.851000e-04   0.000000e+00   0.000000e+00
 9.885000e-04   0.000000e+00   0.000000e+00
 9.919000e-04   0.000000e+00   0.000000e+00
 9.953000e-04   0.000000e+00   0.000000e+00
 9.987000e-04   0.000000e+00   0.000000e+00
 1.002100e-03   0.000000e+00   0.000000e+00
 1.005500e-03   0.000000e+00   0.000000e+00
 1.008900e-03   0.000000e+00   0.000000e+00
 1.012300e-03   0.000000e+00   0.000000e+00
 1.015700e-03   0.000000e+00   0.000000e+00
 1.019100e-03   0.000000e+00   0.000000e+00
 1.022500e-03   0.000000e+00   0.000000e+00
 1.025900e-03   0.000000e+00   0.000000e+00
 1.029300e-03   0.000000e+00   0.000000e+00
 1.032700e-03   0.000000e+00   0.000000e+00
 1.036100e-03   0.000000e+00   0.000000e+00
 1.039500e-03   0.000000e+00   0.000000e+00
 1.042900e-03   0.000000e+00   0.000000e+00
 1.046300e-03   0.000000e+00   0.000000e+00
 1.049700e-03   0.000000e+00   0.000000e+00
 1.053100e-03   0.000000e+00   0.000000e+00
 1.056500e-03   0.000000e+00   0.000000e+00
 1.059900e-03   0.000000e+00   0.000000e+00
