y5_lab bin center    K_y5    Error 
-inf   1.000000e+00   7.971247e-01
-1.890900e-01   0.000000e+00   0.000000e+00
-1.852700e-01   2.000000e-01   2.828427e-01
-1.814500e-01   4.000000e-01   4.000000e-01
-1.776300e-01   2.000000e-01   2.828427e-01
-1.738100e-01   0.000000e+00   0.000000e+00
-1.699900e-01   4.000000e-01   4.000000e-01
-1.661700e-01   2.000000e-01   2.828427e-01
-1.623500e-01   4.000000e-01   4.000000e-01
-1.585300e-01   2.000000e-01   2.828427e-01
-1.547100e-01   2.000000e-01   2.828427e-01
-1.508900e-01   4.000000e-01   4.000000e-01
-1.470700e-01   2.000000e-01   2.828427e-01
-1.432500e-01   2.000000e-01   2.828427e-01
-1.394300e-01   0.000000e+00   0.000000e+00
-1.356100e-01   2.000000e-01   2.828427e-01
-1.317900e-01   0.000000e+00   0.000000e+00
-1.279700e-01   2.000000e-01   2.828427e-01
-1.241500e-01   2.000000e-01   2.828427e-01
-1.203300e-01   4.000000e-01   3.873866e-01
-1.165100e-01   2.000000e-01   2.828427e-01
-1.126900e-01   2.000000e-01   2.828427e-01
-1.088700e-01   6.000000e-01   4.702122e-01
-1.050500e-01   6.000000e-01   4.898979e-01
-1.012300e-01   8.000000e-01   5.256663e-01
-9.741000e-02   6.000000e-01   4.548448e-01
-9.359000e-02   6.000000e-01   4.777141e-01
-8.977000e-02   1.000000e+00   5.269892e-01
-8.595000e-02   8.000000e-01   5.415425e-01
-8.213000e-02   1.000000e+00   5.951969e-01
-7.831000e-02   8.000000e-01   5.261299e-01
-7.449000e-02   1.000000e+00   5.640392e-01
-7.067000e-02   1.000000e+00   6.069294e-01
-6.685000e-02   8.000000e-01   4.822077e-01
-6.303000e-02   1.000000e+00   5.029689e-01
-5.921000e-02   8.000000e-01   4.851321e-01
-5.539000e-02   8.000000e-01   4.851618e-01
-5.157000e-02   1.000000e+00   5.538708e-01
-4.775000e-02   1.000000e+00   5.367955e-01
-4.393000e-02   1.000000e+00   5.131066e-01
-4.011000e-02   1.000000e+00   5.635688e-01
-3.629000e-02   1.000000e+00   4.568598e-01
-3.247000e-02   1.000000e+00   4.435542e-01
-2.865000e-02   1.000000e+00   4.678228e-01
-2.483000e-02   1.000000e+00   4.386810e-01
-2.101000e-02   1.000000e+00   4.256715e-01
-1.719000e-02   1.000000e+00   4.344574e-01
-1.337000e-02   1.000000e+00   4.171473e-01
-9.550000e-03   1.000000e+00   4.426874e-01
-5.730000e-03   1.000000e+00   3.958080e-01
-1.910000e-03   1.000000e+00   3.533027e-01
 1.910000e-03   1.000000e+00   3.966401e-01
 5.730000e-03   1.000000e+00   4.014137e-01
 9.550000e-03   1.000000e+00   4.347578e-01
 1.337000e-02   1.000000e+00   4.629371e-01
 1.719000e-02   1.000000e+00   4.168256e-01
 2.101000e-02   1.000000e+00   4.435241e-01
 2.483000e-02   1.000000e+00   4.092506e-01
 2.865000e-02   1.000000e+00   4.484514e-01
 3.247000e-02   1.000000e+00   3.632744e-01
 3.629000e-02   1.000000e+00   5.187723e-01
 4.011000e-02   1.000000e+00   4.575715e-01
 4.393000e-02   1.000000e+00   5.197472e-01
 4.775000e-02   1.000000e+00   4.920539e-01
 5.157000e-02   1.000000e+00   5.379298e-01
 5.539000e-02   1.000000e+00   5.106483e-01
 5.921000e-02   1.000000e+00   4.953241e-01
 6.303000e-02   1.000000e+00   4.123873e-01
 6.685000e-02   1.000000e+00   4.485755e-01
 7.067000e-02   1.000000e+00   4.409597e-01
 7.449000e-02   1.000000e+00   5.028334e-01
 7.831000e-02   1.000000e+00   5.151859e-01
 8.213000e-02   1.000000e+00   5.012173e-01
 8.595000e-02   1.000000e+00   5.247186e-01
 8.977000e-02   1.000000e+00   6.000946e-01
 9.359000e-02   8.000000e-01   4.356771e-01
 9.741000e-02   6.000000e-01   4.685283e-01
 1.012300e-01   8.000000e-01   5.309479e-01
 1.050500e-01   1.000000e+00   6.177431e-01
 1.088700e-01   1.000000e+00   5.585284e-01
 1.126900e-01   1.000000e+00   5.476264e-01
 1.165100e-01   1.000000e+00   6.056320e-01
 1.203300e-01   1.000000e+00   6.095740e-01
 1.241500e-01   1.000000e+00   5.788350e-01
 1.279700e-01   8.000000e-01   5.458033e-01
 1.317900e-01   8.000000e-01   4.922366e-01
 1.356100e-01   2.000000e-01   2.577849e-01
 1.394300e-01   6.000000e-01   4.894740e-01
 1.432500e-01   2.000000e-01   2.828427e-01
 1.470700e-01   6.000000e-01   4.898979e-01
 1.508900e-01   2.000000e-01   2.803846e-01
 1.547100e-01   4.000000e-01   4.000000e-01
 1.585300e-01   2.000000e-01   2.828427e-01
 1.623500e-01   4.000000e-01   3.999997e-01
 1.661700e-01   2.000000e-01   2.828427e-01
 1.699900e-01   4.000000e-01   4.000000e-01
 1.738100e-01   1.000000e+00   6.115610e-01
 1.776300e-01   2.000000e-01   2.828427e-01
 1.814500e-01   2.000000e-01   2.828427e-01
 1.852700e-01   2.000000e-01   2.828427e-01
 1.890900e-01   0.000000e+00   0.000000e+00
 inf   1.000000e+00   1.177357e+00
