costh3_lab bin centers    value    Error 
-inf   0.000000e+00   0.000000e+00
 9.999980e-01   2.551522e+06   1.343359e+05
 9.999980e-01   2.616917e+06   1.381591e+05
 9.999980e-01   2.808587e+06   1.242433e+05
 9.999980e-01   2.847552e+06   1.176253e+05
 9.999980e-01   2.738979e+06   7.229593e+04
 9.999980e-01   2.697301e+06   1.501368e+05
 9.999980e-01   2.951839e+06   9.281326e+04
 9.999980e-01   2.569187e+06   1.648152e+05
 9.999980e-01   2.793598e+06   1.754136e+05
 9.999980e-01   3.033522e+06   1.114249e+05
 9.999981e-01   3.039605e+06   4.755829e+04
 9.999981e-01   3.050162e+06   1.261134e+04
 9.999981e-01   3.054600e+06   1.099837e+04
 9.999981e-01   3.073654e+06   6.927531e+03
 9.999981e-01   3.099202e+06   5.855519e+03
 9.999981e-01   3.112261e+06   6.572901e+03
 9.999981e-01   3.128517e+06   5.194461e+03
 9.999981e-01   3.147312e+06   4.719655e+03
 9.999981e-01   3.159098e+06   5.098760e+03
 9.999981e-01   3.189969e+06   4.413835e+03
 9.999981e-01   3.200563e+06   2.985720e+03
 9.999981e-01   3.214856e+06   5.413553e+03
 9.999981e-01   3.226732e+06   7.578317e+03
 9.999981e-01   3.260566e+06   4.995559e+03
 9.999981e-01   3.271935e+06   6.660551e+03
 9.999981e-01   3.307253e+06   7.377793e+03
 9.999981e-01   3.294850e+06   6.282868e+03
 9.999981e-01   3.336929e+06   5.629754e+03
 9.999981e-01   3.347776e+06   4.770154e+03
 9.999981e-01   3.373893e+06   7.311496e+03
 9.999982e-01   3.386380e+06   4.959189e+03
 9.999982e-01   3.418200e+06   6.264017e+03
 9.999982e-01   3.429939e+06   7.015987e+03
 9.999982e-01   3.423341e+06   8.951231e+03
 9.999982e-01   3.475118e+06   8.831336e+03
 9.999982e-01   3.489787e+06   5.306096e+03
 9.999982e-01   3.517480e+06   6.492817e+03
 9.999982e-01   3.528371e+06   6.631379e+03
 9.999982e-01   3.540575e+06   4.502871e+03
 9.999982e-01   3.562137e+06   8.810968e+03
 9.999982e-01   3.596772e+06   9.951604e+03
 9.999982e-01   3.612226e+06   6.378623e+03
 9.999982e-01   3.632924e+06   6.941049e+03
 9.999982e-01   3.654728e+06   6.159118e+03
 9.999982e-01   3.678216e+06   5.753410e+03
 9.999982e-01   3.698610e+06   5.106043e+03
 9.999982e-01   3.721988e+06   6.987024e+03
 9.999982e-01   3.739165e+06   3.745621e+03
 9.999982e-01   3.763983e+06   4.559839e+03
 9.999982e-01   3.793583e+06   5.388357e+03
 9.999983e-01   3.817164e+06   4.881758e+03
 9.999983e-01   3.837188e+06   4.940933e+03
 9.999983e-01   3.856066e+06   4.862849e+03
 9.999983e-01   3.906067e+06   7.532950e+03
 9.999983e-01   3.904810e+06   6.403482e+03
 9.999983e-01   3.932343e+06   5.751283e+03
 9.999983e-01   3.953261e+06   5.809992e+03
 9.999983e-01   3.978580e+06   6.455551e+03
 9.999983e-01   4.004636e+06   7.618627e+03
 9.999983e-01   4.039782e+06   8.257467e+03
 9.999983e-01   4.046574e+06   9.892888e+03
 9.999983e-01   4.092564e+06   7.515167e+03
 9.999983e-01   4.104783e+06   7.357142e+03
 9.999983e-01   4.128455e+06   8.229122e+03
 9.999983e-01   4.166893e+06   5.040934e+03
 9.999983e-01   4.194293e+06   7.398405e+03
 9.999983e-01   4.217451e+06   9.334305e+03
 9.999983e-01   4.230177e+06   6.984995e+03
 9.999983e-01   4.270408e+06   6.979119e+03
 9.999983e-01   4.296557e+06   1.003061e+04
 9.999984e-01   4.323653e+06   7.244575e+03
 9.999984e-01   4.342158e+06   8.259931e+03
 9.999984e-01   4.385275e+06   1.005653e+04
 9.999984e-01   4.414768e+06   1.059776e+04
 9.999984e-01   4.435909e+06   7.516699e+03
 9.999984e-01   4.446092e+06   8.376115e+03
 9.999984e-01   4.518282e+06   9.285947e+03
 9.999984e-01   4.521219e+06   8.325591e+03
 9.999984e-01   4.567892e+06   9.914229e+03
 9.999984e-01   4.562572e+06   6.354431e+03
 9.999984e-01   4.601676e+06   8.957932e+03
 9.999984e-01   4.640950e+06   8.089392e+03
 9.999984e-01   4.674610e+06   1.004602e+04
 9.999984e-01   4.701136e+06   1.192037e+04
 9.999984e-01   4.742925e+06   1.095004e+04
 9.999984e-01   4.779826e+06   1.103762e+04
 9.999984e-01   4.796092e+06   9.447432e+03
 9.999984e-01   4.816758e+06   8.701511e+03
 9.999984e-01   4.848858e+06   9.478206e+03
 9.999984e-01   4.900637e+06   8.758743e+03
 9.999985e-01   4.934792e+06   1.258711e+04
 9.999985e-01   4.974623e+06   8.393680e+03
 9.999985e-01   4.993768e+06   8.915004e+03
 9.999985e-01   5.049823e+06   1.104802e+04
 9.999985e-01   5.073288e+06   1.180546e+04
 9.999985e-01   5.083804e+06   1.338602e+04
 9.999985e-01   5.127317e+06   1.004924e+04
 9.999985e-01   5.188365e+06   1.139861e+04
 9.999985e-01   5.213407e+06   1.158869e+04
 9.999985e-01   5.246007e+06   9.448772e+03
 9.999985e-01   5.297112e+06   8.245208e+03
 9.999985e-01   5.307432e+06   9.872135e+03
 9.999985e-01   5.398678e+06   1.277174e+04
 9.999985e-01   5.389825e+06   1.015827e+04
 9.999985e-01   5.437395e+06   1.044898e+04
 9.999985e-01   5.475281e+06   1.115171e+04
 9.999985e-01   5.518766e+06   1.228590e+04
 9.999985e-01   5.569652e+06   1.179267e+04
 9.999985e-01   5.582601e+06   1.436535e+04
 9.999985e-01   5.644918e+06   1.407532e+04
 9.999986e-01   5.668761e+06   9.542132e+03
 9.999986e-01   5.703736e+06   1.297672e+04
 9.999986e-01   5.762510e+06   1.144077e+04
 9.999986e-01   5.816688e+06   9.917882e+03
 9.999986e-01   5.857067e+06   1.366168e+04
 9.999986e-01   5.883609e+06   1.281669e+04
 9.999986e-01   5.932147e+06   1.131762e+04
 9.999986e-01   6.001981e+06   1.305938e+04
 9.999986e-01   6.007644e+06   1.295077e+04
 9.999986e-01   6.091070e+06   1.257941e+04
 9.999986e-01   6.103443e+06   9.728450e+03
 9.999986e-01   6.166351e+06   1.482936e+04
 9.999986e-01   6.232726e+06   1.186750e+04
 9.999986e-01   6.258631e+06   1.517105e+04
 9.999986e-01   6.288419e+06   1.774207e+04
 9.999986e-01   6.330071e+06   1.151506e+04
 9.999986e-01   6.430765e+06   1.320415e+04
 9.999986e-01   6.428234e+06   1.259669e+04
 9.999986e-01   6.499525e+06   1.639370e+04
 9.999986e-01   6.565800e+06   1.653206e+04
